ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
30960	"ENSG00000204120"	"GIGYF2"	chr2	+	232703423	232703489	232697298	232697392	232735154	232735238	30960	66	12	37	2	165	100	0.0467141347794	0.203048440186	0.769	0.918	-0.149
30962	"ENSG00000204120"	"GIGYF2"	chr2	+	232722553	232722658	232703423	232703489	232724573	232724691	30962	32	1	22	2	200	100	0.303837675975	0.605376493855	0.941	0.846	0.095
30963	"ENSG00000204120"	"GIGYF2"	chr2	+	232724573	232724691	232697330	232697392	232735154	232735237	30963	13	12	6	2	200	100	0.193553004693	0.527099402903	0.351	0.6	-0.249
30965	"ENSG00000204120"	"GIGYF2"	chr2	+	232724573	232724691	232703423	232703489	232735154	232735237	30965	14	22	8	12	200	100	0.96657585489	1.0	0.241	0.25	-0.009
30966	"ENSG00000204120"	"GIGYF2"	chr2	+	232731121	232731234	232703423	232703489	232735154	232735238	30966	1	22	0	12	200	100	0.400607076056	0.679932732946	0.022	0.0	0.022
30967	"ENSG00000204120"	"GIGYF2"	chr2	+	232731121	232731234	232724573	232724691	232735154	232735238	30967	11	13	3	6	200	100	0.431342249858	0.708000461142	0.297	0.2	0.097
30968	"ENSG00000204120"	"GIGYF2"	chr2	+	232731121	232731258	232703423	232703489	232735154	232735238	30968	1	22	0	12	200	100	0.400607076056	0.679932732946	0.022	0.0	0.022
30969	"ENSG00000204120"	"GIGYF2"	chr2	+	232734416	232734486	232697307	232697392	232735154	232735238	30969	11	12	6	2	169	100	0.131180686793	0.401989155471	0.352	0.64	-0.288
30970	"ENSG00000204120"	"GIGYF2"	chr2	+	232734416	232734486	232703423	232703489	232735154	232735238	30970	5	22	6	12	169	100	0.276599986016	0.587473787587	0.119	0.228	-0.109
30971	"ENSG00000204120"	"GIGYF2"	chr2	+	232735154	232735238	232703420	232703489	232747614	232747703	30971	72	1	55	0	183	100	0.369678808287	0.655290337309	0.975	1.0	-0.025
30975	"ENSG00000013441"	"CLK1"	chr2	-	200860124	200860215	200859679	200859746	200861237	200861466	30975	89	3	56	3	190	100	0.639468234437	0.868456859435	0.94	0.908	0.032
30976	"ENSG00000013441"	"CLK1"	chr2	-	200861701	200861862	200859679	200861466	200864563	200864656	30976	192	3	95	0	200	100	0.307072705043	0.606703229039	0.97	1.0	-0.03
30977	"ENSG00000183255"	"PTTG1IP"	chr21	-	44861162	44861271	44849584	44851627	44865394	44865447	30977	415	3	278	0	200	100	0.636241408236	0.866106054942	0.986	1.0	-0.014
30978	"ENSG00000183255"	"PTTG1IP"	chr21	-	44861162	44861271	44856192	44856364	44865394	44865447	30978	1093	0	870	1	200	100	1	1.0	1.0	0.998	0.002
30980	"ENSG00000120915"	"EPHX2"	chr8	+	27500925	27501010	27490778	27491309	27503603	27503759	30980	51	0	58	1	184	100	0.325009639372	0.620019800955	1.0	0.969	0.031
30981	"ENSG00000120915"	"EPHX2"	chr8	+	27500927	27501010	27491194	27491309	27503603	27503763	30981	23	0	42	1	182	100	0.283351130612	0.592150163547	1.0	0.958	0.042
30982	"ENSG00000120915"	"EPHX2"	chr8	+	27500963	27501010	27491165	27491309	27503603	27503763	30982	22	0	35	1	146	100	0.285708777054	0.592745471177	1.0	0.96	0.04
30985	"ENSG00000120915"	"EPHX2"	chr8	+	27516319	27516398	27515462	27515813	27518037	27518072	30985	94	0	55	2	178	100	0.34022142504	0.631293802552	1.0	0.939	0.061
30988	"ENSG00000153107"	"ANAPC1"	chr2	-	111847137	111847198	111843411	111843599	111847724	111847865	30988	41	0	14	3	160	100	0.00393062223667	0.0393515321331	1.0	0.745	0.255
30989	"ENSG00000153107"	"ANAPC1"	chr2	-	111868022	111868096	111864805	111864951	111872629	111872712	30989	72	2	31	0	173	100	0.311327649215	0.60923976258	0.954	1.0	-0.046
30991	"ENSG00000153107"	"ANAPC1"	chr2	-	111873612	111873664	111872799	111873408	111878809	111878971	30991	33	1	11	0	151	100	0.27487731166	0.587473787587	0.956	1.0	-0.044
30999	"ENSG00000106591"	"MRPL32"	chr7	+	42937163	42937241	42935020	42935136	42937321	42937857	30999	0	235	7	117	177	100	0.0385542706058	0.178266463289	0.0	0.033	-0.033
31003	"ENSG00000196459"	"TRAPPC2"	chrX	-	13720427	13720497	13719870	13719982	13734524	13734633	31003	4	12	1	13	169	100	0.10030938565	0.335717539256	0.165	0.044	0.121
31004	"ENSG00000196459"	"TRAPPC2"	chrX	-	13734043	13734185	13719870	13719982	13734524	13734556	31004	5	12	0	13	200	100	0.00376487165147	0.0381131542998	0.172	0.0	0.172
31005	"ENSG00000196459"	"TRAPPC2"	chrX	-	13734043	13734185	13720427	13720497	13734524	13734556	31005	5	4	0	1	200	100	0.00334051346876	0.035024981259	0.385	0.0	0.385
31006	"ENSG00000196459"	"TRAPPC2"	chrX	-	13734049	13734185	13719870	13719982	13734524	13734545	31006	5	12	0	13	200	100	0.00376487165147	0.0381131542998	0.172	0.0	0.172
31007	"ENSG00000092148"	"HECTD1"	chr14	-	31113876	31114059	31113276	31113484	31114285	31114340	31007	116	71	54	51	200	100	0.120570025397	0.380724376515	0.45	0.346	0.104
31009	"ENSG00000092148"	"HECTD1"	chr14	-	31128611	31129307	31127784	31128006	31133237	31133414	31009	213	19	141	34	200	100	0.00239689610718	0.0280364211325	0.849	0.675	0.174
31010	"ENSG00000092148"	"HECTD1"	chr14	-	31128611	31129448	31127784	31128006	31133237	31133414	31010	264	19	183	34	200	100	0.00341544797428	0.0355269716265	0.874	0.729	0.145
31011	"ENSG00000092148"	"HECTD1"	chr14	-	31173524	31173806	31172953	31173426	31174910	31174974	31011	194	1	118	0	200	100	1	1.0	0.99	1.0	-0.01
31016	"ENSG00000111245"	"MYL2"	chr12	-	110914185	110914290	110913132	110913324	110915714	110915790	31016	51615	0	26886	1	200	100	1	1.0	1.0	1.0	0.0
31017	"ENSG00000111245"	"MYL2"	chr12	-	110915714	110915790	110913245	110913324	110920526	110920577	31017	3	7	2	2	175	100	0.495547338453	0.763710811291	0.197	0.364	-0.167
31018	"ENSG00000111245"	"MYL2"	chr12	-	110919103	110919193	110915714	110915790	110920526	110920575	31018	23642	4	9246	2	189	100	1	1.0	1.0	1.0	0.0
31019	"ENSG00000115421"	"PAPOLG"	chr2	+	60771518	60771630	60770457	60770511	60775033	60775123	31019	43	5	31	0	200	100	0.0027331539325	0.0306664353528	0.811	1.0	-0.189
31020	"ENSG00000115421"	"PAPOLG"	chr2	+	60775033	60775123	60771518	60771630	60779636	60779775	31020	74	3	51	0	189	100	0.0711747781818	0.266636785841	0.929	1.0	-0.071
31021	"ENSG00000115421"	"PAPOLG"	chr2	+	60780706	60780779	60779553	60779775	60781884	60782005	31021	41	0	29	2	172	100	0.09092941671	0.314421493348	1.0	0.894	0.106
31025	"ENSG00000196482"	"ESRRG"	chr1	-	216519151	216519421	216503245	216507183	216564218	216564380	31025	104	2	55	3	200	100	0.271402620766	0.587473787587	0.963	0.902	0.061
31027	"ENSG00000196482"	"ESRRG"	chr1	-	216707358	216707486	216677075	216677491	216723243	216723453	31027	4	13	6	7	200	100	0.182220353817	0.505115627158	0.133	0.3	-0.167
31028	"ENSG00000196482"	"ESRRG"	chr1	-	216707358	216707486	216677075	216677491	216939581	216939673	31028	5	2	6	2	200	100	0.858139496532	1.0	0.556	0.6	-0.044
31030	"ENSG00000196482"	"ESRRG"	chr1	-	216714515	216714634	216677075	216677491	216723243	216723416	31030	17	13	4	7	200	100	0.181998922934	0.504936183899	0.395	0.222	0.173
31033	"ENSG00000196482"	"ESRRG"	chr1	-	216715073	216715249	216677075	216677491	216723243	216723429	31033	3	13	0	7	200	100	0.0564931810898	0.229939321218	0.103	0.0	0.103
31034	"ENSG00000196482"	"ESRRG"	chr1	-	216715073	216715249	216677075	216677491	216939581	216939673	31034	1	2	0	2	200	100	0.594708395789	0.83307135765	0.2	0.0	0.2
31035	"ENSG00000196482"	"ESRRG"	chr1	-	216715073	216715249	216714515	216714634	216723243	216723429	31035	7	2	4	2	200	100	0.583125037623	0.824478989563	0.636	0.5	0.136
31036	"ENSG00000196482"	"ESRRG"	chr1	-	216865060	216865178	216677075	216677491	216939581	216939673	31036	47	2	27	2	200	100	0.686647541076	0.903562378723	0.922	0.871	0.051
31037	"ENSG00000196482"	"ESRRG"	chr1	-	216936661	216936699	216865060	216865178	216939581	216939670	31037	2	17	0	6	137	100	0.156445028435	0.45379072818	0.079	0.0	0.079
31039	"ENSG00000196482"	"ESRRG"	chr1	-	216939581	216939673	216862229	216865178	217078135	217078288	31039	23	0	6	2	191	100	0.00686305710099	0.0569934510809	1.0	0.611	0.389
31040	"ENSG00000196482"	"ESRRG"	chr1	-	216939581	216939673	216862229	216865178	217089506	217089605	31040	27	0	11	1	191	100	0.252610958066	0.582739837717	1.0	0.852	0.148
31046	"ENSG00000066322"	"ELOVL1"	chr1	-	43365185	43365376	43364927	43365008	43365563	43365623	31046	92	2	51	0	200	100	0.407244172084	0.684526967214	0.958	1.0	-0.042
31047	"ENSG00000066322"	"ELOVL1"	chr1	-	43366267	43366411	43365563	43365623	43367914	43368003	31047	3	30	0	19	200	100	0.133392600189	0.406734253707	0.048	0.0	0.048
31048	"ENSG00000204386"	"NEU1"	chr6	-	31861187	31861450	31859051	31860621	31861998	31862191	31048	108	4	58	1	200	100	0.261395329865	0.584735097987	0.931	0.967	-0.036
31050	"ENSG00000054392"	"HHAT"	chr1	+	210348932	210349066	210328251	210328384	210387467	210387581	31050	0	1	1	0	200	100	6.80459969126e-05	0.0023717843596	0.0	1.0	-1.0
31051	"ENSG00000054392"	"HHAT"	chr1	+	210348932	210349066	210328905	210329104	210362851	210362919	31051	12	2	9	5	200	100	0.146309490562	0.433377152377	0.75	0.474	0.276
31052	"ENSG00000054392"	"HHAT"	chr1	+	210348932	210349066	210328905	210329104	210387467	210387581	31052	1	0	5	1	200	100	0.0956007571969	0.32533913192	1.0	0.714	0.286
31053	"ENSG00000054392"	"HHAT"	chr1	+	210362851	210362919	210328905	210329104	210387467	210387581	31053	3	0	5	1	167	100	0.4643013008	0.737174097631	1.0	0.75	0.25
31054	"ENSG00000054392"	"HHAT"	chr1	+	210362851	210362919	210348932	210349066	210387467	210387581	31054	12	0	5	1	167	100	0.508013497854	0.776155607345	1.0	0.75	0.25
31057	"ENSG00000162882"	"HAAO"	chr2	-	42769712	42769858	42767859	42767928	42770142	42770186	31057	6	1	1	0	200	100	0.114254252766	0.367291123482	0.75	1.0	-0.25
31073	"ENSG00000119729"	"RHOQ"	chr2	+	46543753	46543812	46542727	46543188	46576086	46576251	31073	633	7	318	6	158	100	0.426514882723	0.7033446373	0.983	0.971	0.012
31074	"ENSG00000119729"	"RHOQ"	chr2	+	46560523	46560689	46543753	46543812	46576086	46576251	31074	1	346	0	154	200	100	1	1.0	0.001	0.0	0.001
31075	"ENSG00000119729"	"RHOQ"	chr2	+	46572727	46572786	46543766	46543812	46576086	46576251	31075	1	346	0	154	158	100	1	1.0	0.002	0.0	0.002
31076	"ENSG00000249319"	"AC068533.4"	chr7	+	66130743	66130842	66127703	66127740	66134279	66134374	31076	53	0	84	6	198	100	0.0038612233457	0.0387871515266	1.0	0.876	0.124
31077	"ENSG00000165322"	"ARHGAP12"	chr10	-	31839304	31839319	31831738	31831800	31839636	31839711	31077	19	0	14	1	114	100	0.23249347996	0.577871523455	1.0	0.925	0.075
31078	"ENSG00000165322"	"ARHGAP12"	chr10	-	31839636	31839711	31831738	31831800	31843460	31843586	31078	24	6	23	2	174	100	0.160464556883	0.46115031348	0.697	0.869	-0.172
31079	"ENSG00000165322"	"ARHGAP12"	chr10	-	31852516	31852597	31843460	31843586	31854065	31854180	31079	50	0	46	1	180	100	0.29183551987	0.595237969686	1.0	0.962	0.038
31080	"ENSG00000165322"	"ARHGAP12"	chr10	-	31854065	31854206	31852516	31852597	31861394	31861658	31080	75	9	47	5	200	100	0.809632318254	1.0	0.806	0.825	-0.019
31081	"ENSG00000165322"	"ARHGAP12"	chr10	-	31910524	31910563	31908171	31908926	31928682	31928807	31081	30	0	19	1	138	100	0.238396690352	0.577871523455	1.0	0.932	0.068
31082	"ENSG00000269609"	"RPARP-AS1"	chr10	+	102452089	102452187	102451398	102451555	102455336	102456293	31082	2	6	8	0	197	100	5.8249692636e-06	0.0007019729337	0.145	1.0	-0.855
31099	"ENSG00000155329"	"ZCCHC10"	chr5	-	133022840	133022906	133006758	133006920	133026496	133026545	31099	1	22	7	15	165	100	0.00469752885188	0.0444261757661	0.027	0.22	-0.193
31102	"ENSG00000060749"	"QSER1"	chr11	+	32927961	32928123	32926708	32927269	32931742	32931837	31102	72	0	42	1	200	100	0.273193545481	0.587473787587	1.0	0.955	0.045
31103	"ENSG00000060749"	"QSER1"	chr11	+	32957868	32958086	32955987	32956121	32966299	32966437	31103	34	1	61	0	200	100	0.285584267416	0.592664124853	0.944	1.0	-0.056
31106	"ENSG00000283486"	"AL390726.6"	chr9	-	38573083	38573129	38572005	38572059	38575475	38575698	31106	3	1	1	0	145	100	0.080207430369	0.288796627848	0.674	1.0	-0.326
31127	"ENSG00000229956"	"ZRANB2-AS2"	chr1	+	71223056	71223114	71091663	71091704	71237129	71237160	31127	3	0	2	1	157	100	0.0412862875891	0.186513085936	1.0	0.56	0.44
31138	"ENSG00000229956"	"ZRANB2-AS2"	chr1	+	71368054	71368088	71237129	71237195	71401722	71401879	31138	0	1	1	0	133	100	7.49786043702e-05	0.00243293929206	0.0	1.0	-1.0
31152	"ENSG00000152822"	"GRM1"	chr6	+	146426558	146426643	146398768	146399699	146433871	146437595	31152	15	6	2	0	184	100	0.00341566163594	0.0355269716265	0.576	1.0	-0.424
31161	"ENSG00000084623"	"EIF3I"	chr1	+	32226148	32226320	32224409	32224475	32226402	32226472	31161	319	0	253	3	200	100	0.748513135893	0.952329109721	1.0	0.977	0.023
31162	"ENSG00000084623"	"EIF3I"	chr1	+	32226170	32226320	32224409	32224475	32226402	32226530	31162	719	0	531	3	200	100	0.827733731567	1.0	1.0	0.989	0.011
31163	"ENSG00000084623"	"EIF3I"	chr1	+	32226402	32226530	32224409	32224475	32228498	32228609	31163	159	0	114	4	200	100	0.0258309976279	0.137143038567	1.0	0.934	0.066
31167	"ENSG00000219626"	"FAM228B"	chr2	+	24124329	24124460	24123479	24123533	24135118	24135187	31167	6	6	2	6	200	100	0.205618325669	0.549968995284	0.333	0.143	0.19
31168	"ENSG00000219626"	"FAM228B"	chr2	+	24135118	24135187	24123479	24123533	24137908	24138100	31168	9	2	6	0	168	100	0.0288221691821	0.147175231365	0.728	1.0	-0.272
31169	"ENSG00000219626"	"FAM228B"	chr2	+	24135118	24135187	24124162	24124460	24139369	24139450	31169	7	0	5	1	168	100	0.476407731819	0.747615417572	1.0	0.749	0.251
31170	"ENSG00000219626"	"FAM228B"	chr2	+	24137908	24138100	24135118	24135187	24139369	24139450	31170	18	3	6	7	200	100	0.009279986448	0.0692808157314	0.75	0.3	0.45
31171	"ENSG00000219626"	"FAM228B"	chr2	+	24139369	24139450	24124329	24124460	24146747	24146835	31171	8	1	10	0	180	100	0.654773316942	0.879954546637	0.816	1.0	-0.184
31172	"ENSG00000219626"	"FAM228B"	chr2	+	24139369	24139450	24135118	24135187	24164197	24164335	31172	3	3	4	0	180	100	0.000616575447974	0.0113363629108	0.357	1.0	-0.643
31173	"ENSG00000219626"	"FAM228B"	chr2	+	24142491	24142746	24139369	24139450	24146747	24146801	31173	3	11	0	10	200	100	0.0372093916478	0.173899677019	0.12	0.0	0.12
31174	"ENSG00000219626"	"FAM228B"	chr2	+	24146747	24146835	24139369	24139450	24146929	24147086	31174	27	1	30	0	187	100	0.244161372401	0.578546829972	0.935	1.0	-0.065
31175	"ENSG00000219626"	"FAM228B"	chr2	+	24161505	24161613	24146929	24147086	24164197	24164335	31175	3	10	9	1	200	100	0.000202454648341	0.00518090964799	0.13	0.818	-0.688
31177	"ENSG00000219626"	"FAM228B"	chr2	+	24167626	24167683	24164197	24164335	24169355	24169496	31177	3	2	2	0	156	100	0.00763739921948	0.0609704899773	0.49	1.0	-0.51
31178	"ENSG00000134313"	"KIDINS220"	chr2	-	8727188	8727267	8726886	8726943	8733443	8733680	31178	17	33	3	13	178	100	0.147688434492	0.435834879851	0.224	0.115	0.109
31179	"ENSG00000134313"	"KIDINS220"	chr2	-	8734654	8734753	8733443	8733680	8736867	8736999	31179	421	0	260	1	198	100	1	1.0	1.0	0.992	0.008
31180	"ENSG00000134313"	"KIDINS220"	chr2	-	8740151	8740184	8736867	8736999	8747144	8747201	31180	2	101	2	51	132	100	0.631803201818	0.862938597647	0.015	0.029	-0.014
31181	"ENSG00000134313"	"KIDINS220"	chr2	-	8747144	8747201	8736867	8736999	8747886	8748000	31181	189	31	83	18	156	100	0.459282455168	0.733297547711	0.796	0.747	0.049
31182	"ENSG00000134313"	"KIDINS220"	chr2	-	8747886	8748000	8736867	8736999	8750111	8750335	31182	170	1	127	0	200	100	1	1.0	0.988	1.0	-0.012
31183	"ENSG00000134313"	"KIDINS220"	chr2	-	8749370	8749421	8746456	8748000	8750111	8750335	31183	0	139	1	109	150	100	1	1.0	0.0	0.006	-0.006
31184	"ENSG00000134313"	"KIDINS220"	chr2	-	8825742	8825913	8818694	8818793	8826985	8827129	31184	6	199	1	83	200	100	0.721971746595	0.929970280931	0.015	0.006	0.009
31186	"ENSG00000122482"	"ZNF644"	chr1	-	90982309	90982370	90938271	90941309	91021989	91022014	31186	40	1	28	0	160	100	0.289853087242	0.594305119134	0.962	1.0	-0.038
31187	"ENSG00000116604"	"MEF2D"	chr1	-	156467992	156468299	156463726	156467656	156468779	156469020	31187	430	1	400	0	200	100	1	1.0	0.995	1.0	-0.005
31189	"ENSG00000116604"	"MEF2D"	chr1	-	156476493	156476514	156475107	156475237	156477011	156477202	31189	102	101	50	102	120	100	0.00531950747483	0.0481048629149	0.457	0.29	0.167
31191	"ENSG00000116604"	"MEF2D"	chr1	-	156480642	156480777	156479585	156479796	156482436	156482640	31191	123	19	103	7	200	100	0.0612062603078	0.241900510022	0.764	0.88	-0.116
31192	"ENSG00000116604"	"MEF2D"	chr1	-	156480833	156480971	156479585	156479796	156482436	156482640	31192	298	19	300	7	200	100	0.019407204536	0.112461432124	0.887	0.955	-0.068
31193	"ENSG00000116604"	"MEF2D"	chr1	-	156499431	156499560	156483260	156483430	156500485	156500779	31193	2	230	0	314	200	100	1	1.0	0.004	0.0	0.004
31197	"ENSG00000133401"	"PDZD2"	chr5	+	31798888	31799724	31639409	31639437	31983154	31983656	31197	121	0	118	2	200	100	0.6838038239	0.90142819649	1.0	0.967	0.033
31198	"ENSG00000133401"	"PDZD2"	chr5	+	31995575	31995718	31983154	31983656	32010329	32010482	31198	89	19	38	32	200	100	0.000158434184502	0.00430560905053	0.701	0.373	0.328
31199	"ENSG00000133401"	"PDZD2"	chr5	+	32000138	32000271	31995575	31995718	32010329	32010482	31199	120	1	72	0	200	100	0.532750642754	0.791956903411	0.984	1.0	-0.016
31200	"ENSG00000133401"	"PDZD2"	chr5	+	32010329	32010482	31983154	31983656	32037230	32037342	31200	211	0	289	1	200	100	1	1.0	1.0	0.993	0.007
31201	"ENSG00000133401"	"PDZD2"	chr5	+	32059238	32059356	32057877	32058103	32061001	32061134	31201	283	1	236	0	200	100	1	1.0	0.993	1.0	-0.007
31203	"ENSG00000133401"	"PDZD2"	chr5	+	32097278	32097380	32092906	32093024	32098363	32098634	31203	251	0	207	1	200	100	1	1.0	1.0	0.99	0.01
31204	"ENSG00000133401"	"PDZD2"	chr5	+	32100861	32100963	32098596	32098634	32101104	32101239	31204	47	52	35	31	200	100	0.526286472524	0.791852087076	0.311	0.361	-0.05
31206	"ENSG00000174197"	"MGA"	chr15	+	41668827	41669958	41621535	41621589	41696074	41697023	31206	46	0	32	1	200	100	0.250249851606	0.581820514365	1.0	0.941	0.059
31207	"ENSG00000174197"	"MGA"	chr15	+	41668827	41669958	41660411	41660525	41696074	41697023	31207	48	1	34	5	200	100	0.0220906707471	0.123617320862	0.96	0.773	0.187
31208	"ENSG00000174197"	"MGA"	chr15	+	41742545	41743172	41739905	41740203	41748636	41748927	31208	91	0	61	1	200	100	0.3158996187	0.61193038597	1.0	0.968	0.032
31209	"ENSG00000174197"	"MGA"	chr15	+	41762128	41762362	41761738	41761850	41764885	41765062	31209	63	0	69	1	200	100	0.33896627252	0.63067850979	1.0	0.972	0.028
31212	"ENSG00000078618"	"NRDC"	chr1	-	51825286	51825382	51823663	51823786	51827795	51827869	31212	204	2	149	6	195	100	0.0487960306113	0.208893912931	0.981	0.927	0.054
31213	"ENSG00000078618"	"NRDC"	chr1	-	51836368	51836438	51836130	51836212	51840225	51840454	31213	15	105	4	64	169	100	0.0981015350322	0.33061089672	0.078	0.036	0.042
31217	"ENSG00000100422"	"CERK"	chr22	-	46720085	46720208	46712167	46712293	46720901	46721015	31217	366	0	357	2	200	100	1	1.0	1.0	0.989	0.011
31219	"ENSG00000151881"	"TMEM267"	chr5	-	43453657	43454043	43444251	43446557	43483821	43483885	31219	12	1	2	0	200	100	0.450088376945	0.725512678328	0.857	1.0	-0.143
31226	"ENSG00000185379"	"RAD51D"	chr17	-	35106987	35107061	35106385	35106481	35119110	35119172	31226	6	4	1	0	173	100	0.00187484356445	0.0236987503077	0.464	1.0	-0.536
31241	"ENSG00000185379"	"RAD51D"	chr17	-	35118500	35118619	35106440	35106481	35119110	35119157	31241	3	4	14	0	200	100	2.84956411931e-05	0.00144222629965	0.273	1.0	-0.727
31242	"ENSG00000185379"	"RAD51D"	chr17	-	35118500	35118619	35107365	35107447	35119110	35119157	31242	7	1	16	0	200	100	0.682238843058	0.900279946697	0.778	1.0	-0.222
31245	"ENSG00000172340"	"SUCLG2"	chr3	-	67498133	67498295	67495797	67495940	67508806	67508903	31245	290	0	151	1	200	100	0.800153786814	0.993235203213	1.0	0.987	0.013
31246	"ENSG00000172340"	"SUCLG2"	chr3	-	67609454	67609596	67529086	67529186	67654502	67654607	31246	520	1	335	0	200	100	1	1.0	0.996	1.0	-0.004
31247	"ENSG00000160094"	"ZNF362"	chr1	+	33270486	33270612	33256572	33256654	33276099	33276163	31247	91	7	28	7	200	100	0.0535100440848	0.221937363675	0.867	0.667	0.2
31248	"ENSG00000160094"	"ZNF362"	chr1	+	33280123	33280457	33276347	33276594	33281586	33281811	31248	134	1	56	2	200	100	0.198013011022	0.535814710021	0.985	0.933	0.052
31250	"ENSG00000093167"	"LRRFIP2"	chr3	-	37066223	37066325	37065809	37065942	37075023	37075116	31250	142	32	62	1	200	100	3.00881247914e-05	0.00144222629965	0.689	0.969	-0.28
31251	"ENSG00000093167"	"LRRFIP2"	chr3	-	37072789	37072882	37065809	37065942	37075023	37075116	31251	98	32	54	1	192	100	5.48844638537e-06	0.000672948096804	0.615	0.966	-0.351
31252	"ENSG00000093167"	"LRRFIP2"	chr3	-	37072789	37072882	37066223	37066325	37075023	37075116	31252	189	2	104	1	192	100	0.734107521311	0.940430039592	0.98	0.982	-0.002
31253	"ENSG00000093167"	"LRRFIP2"	chr3	-	37083635	37083806	37075023	37075116	37091466	37091538	31253	207	0	100	1	200	100	0.445018951098	0.720464078966	1.0	0.98	0.02
31255	"ENSG00000093167"	"LRRFIP2"	chr3	-	37102923	37103013	37096615	37096660	37105454	37105523	31255	121	34	69	23	189	100	0.620532880783	0.853754941719	0.653	0.613	0.04
31256	"ENSG00000093167"	"LRRFIP2"	chr3	-	37105454	37105523	37096615	37096660	37108072	37108129	31256	138	1	58	1	168	100	0.360030771908	0.647440376986	0.988	0.972	0.016
31257	"ENSG00000093167"	"LRRFIP2"	chr3	-	37105454	37105523	37096615	37096660	37129062	37129149	31257	27	1	19	7	168	100	0.00442086509083	0.0426811078987	0.941	0.618	0.323
31259	"ENSG00000093167"	"LRRFIP2"	chr3	-	37108636	37108684	37096615	37096660	37129062	37129149	31259	2	1	0	7	147	100	0.00320898391559	0.0340744068959	0.576	0.0	0.576
31260	"ENSG00000093167"	"LRRFIP2"	chr3	-	37109526	37109571	37108636	37108684	37109652	37109703	31260	38	32	28	17	144	100	0.415936416242	0.693318829498	0.452	0.534	-0.082
31261	"ENSG00000093167"	"LRRFIP2"	chr3	-	37110990	37111065	37096615	37096660	37129062	37129149	31261	0	1	3	7	174	100	0.0287174873786	0.146928646765	0.0	0.198	-0.198
31262	"ENSG00000093167"	"LRRFIP2"	chr3	-	37115053	37115095	37112914	37112980	37121491	37121536	31262	130	1	37	1	141	100	0.296095426722	0.59961265662	0.989	0.963	0.026
31264	"ENSG00000093167"	"LRRFIP2"	chr3	-	37127629	37127680	37115053	37115095	37129062	37129149	31264	50	2	28	2	150	100	0.672680583424	0.893763008726	0.943	0.903	0.04
31265	"ENSG00000093167"	"LRRFIP2"	chr3	-	37127629	37127680	37121634	37121691	37129062	37129149	31265	189	11	87	4	150	100	0.579429700594	0.822082952255	0.92	0.935	-0.015
31266	"ENSG00000093167"	"LRRFIP2"	chr3	-	37154613	37154656	37148893	37149038	37174538	37174605	31266	8	347	24	106	142	100	2.56161417633e-08	1.42238152578e-05	0.016	0.138	-0.122
31267	"ENSG00000093167"	"LRRFIP2"	chr3	-	37174538	37174605	37148893	37149038	37176059	37176144	31267	447	1	141	0	166	100	1	1.0	0.996	1.0	-0.004
31281	"ENSG00000114999"	"TTL"	chr2	+	112485916	112485995	112482153	112482501	112494142	112494375	31281	118	5	56	6	178	100	0.161137056683	0.462694352041	0.93	0.84	0.09
31282	"ENSG00000114999"	"TTL"	chr2	+	112502911	112503181	112501205	112501341	112520281	112520425	31282	121	3	66	0	200	100	0.12838526169	0.396218891718	0.953	1.0	-0.047
31283	"ENSG00000114999"	"TTL"	chr2	+	112520281	112520425	112502911	112503181	112528680	112541739	31283	155	1	87	0	200	100	0.874003825955	1.0	0.987	1.0	-0.013
31286	"ENSG00000126773"	"PCNX4"	chr14	+	60107585	60108327	60091918	60092419	60114699	60114879	31286	6	8	18	7	200	100	0.0581592206841	0.233803432197	0.273	0.563	-0.29
31288	"ENSG00000110315"	"RNF141"	chr11	-	10531826	10532015	10530642	10530751	10534015	10534205	31288	1	176	0	53	200	100	1	1.0	0.003	0.0	0.003
31289	"ENSG00000110315"	"RNF141"	chr11	-	10534015	10534205	10530642	10530751	10541121	10541190	31289	349	2	95	0	200	100	0.863169977989	1.0	0.989	1.0	-0.011
31290	"ENSG00000133027"	"PEMT"	chr17	-	17507168	17507199	17506226	17506301	17509433	17509545	31290	13	62	0	53	130	100	6.5223869144e-05	0.0023717843596	0.139	0.0	0.139
31293	"ENSG00000133027"	"PEMT"	chr17	-	17522279	17522395	17512508	17512654	17576919	17577027	31293	112	2	124	0	200	100	0.710798389167	0.92217039921	0.966	1.0	-0.034
31298	"ENSG00000173372"	"C1QA"	chr1	+	22637609	22637779	22636505	22636702	22638832	22639331	31298	176	4	63	0	200	100	0.112778172833	0.364278968368	0.957	1.0	-0.043
31301	"ENSG00000116212"	"LRRC42"	chr1	+	53947787	53947821	53946076	53946549	53951985	53952472	31301	15	22	16	18	133	100	0.586869698407	0.827485083785	0.339	0.401	-0.062
31302	"ENSG00000116212"	"LRRC42"	chr1	+	53947861	53947981	53946357	53946549	53951985	53952472	31302	0	22	3	18	200	100	0.0548015371836	0.225239157122	0.0	0.077	-0.077
31303	"ENSG00000116212"	"LRRC42"	chr1	+	53958148	53958280	53951985	53952472	53960355	53960468	31303	38	0	29	1	200	100	0.244528974561	0.578546829972	1.0	0.935	0.065
